gene_id,gene_name,eggNOG_OGs,Description,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS07250,atpG,"COG0224@1|root,COG0224@2|Bacteria,2GJ7Q@201174|Actinobacteria",Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944",-,ko:K02115,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194",3.A.2.1,-,-,ATP-synt,NC_020990.1,XNR_1462,1742610,1743527,-,F0F1 ATP synthase subunit gamma,Energy production and conversion,Op1068
XNR_RS07255,atpA,"COG0056@1|root,COG0056@2|Bacteria,2GJRJ@201174|Actinobacteria",Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944",3.6.3.14,ko:K02111,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194,ko01000",3.A.2.1,-,-,"ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N",NC_020990.1,XNR_1463,1743548,1745140,-,F0F1 ATP synthase subunit alpha,Energy production and conversion,Op1068
XNR_RS07260,atpH,"COG0712@1|root,COG0712@2|Bacteria,2GMJ5@201174|Actinobacteria","F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation","GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944",-,"ko:K02109,ko:K02113","ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194",3.A.2.1,-,-,"ATP-synt_B,OSCP",NC_020990.1,XNR_1464,1745276,1746091,-,F0F1 ATP synthase subunit delta,Energy production and conversion,Op1068
XNR_RS07265,atpF,"COG0711@1|root,COG0711@2|Bacteria,2GJS4@201174|Actinobacteria","Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0)",-,-,ko:K02109,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194",3.A.2.1,-,-,ATP-synt_B,NC_020990.1,XNR_1465,1746088,1746633,-,F0F1 ATP synthase subunit B,Energy production and conversion,Op1068
XNR_RS07270,atpE,"COG0636@1|root,COG0636@2|Bacteria,2GQI6@201174|Actinobacteria","F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation","GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0032991,GO:0033177,GO:0034220,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044464,GO:0044769,GO:0045259,GO:0045263,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600",-,ko:K02110,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194",3.A.2.1,-,-,ATP-synt_C,NC_020990.1,XNR_1466,1746679,1746915,-,ATP synthase F0 subunit C,Energy production and conversion,Op1068
XNR_RS07275,atpB,"COG0356@1|root,COG0356@2|Bacteria,2H3PR@201174|Actinobacteria",it plays a direct role in the translocation of protons across the membrane,-,-,ko:K02108,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194,ko03110",3.A.2.1,-,-,ATP-synt_A,NC_020990.1,XNR_1467,1746999,1747826,-,F0F1 ATP synthase subunit A,Energy production and conversion,Op1068
XNR_RS07280,atpI,"2BJAR@1|root,32DKN@2|Bacteria,2IFU9@201174|Actinobacteria",-,-,-,ko:K02116,-,-,-,-,"ko00000,ko00194",3.A.2.1,-,-,-,NC_020990.1,XNR_1468,1748080,1748508,-,hypothetical protein,-,Op1069
XNR_RS07285,rfe,"COG0472@1|root,COG0472@2|Bacteria,2GIT7@201174|Actinobacteria",PFAM Glycosyl transferase family 4,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016043,GO:0016740,GO:0016772,GO:0016780,GO:0030145,GO:0034645,GO:0042546,GO:0043167,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0045229,GO:0046872,GO:0046914,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:1901576","2.7.8.33,2.7.8.35",ko:K02851,-,-,R08856,RC00002,"ko00000,ko01000,ko01003,ko01005",-,-,-,Glycos_transf_4,NC_020990.1,XNR_1469,1748821,1750173,-,MraY family glycosyltransferase,Cell wall/membrane/envelope biogenesis,Op1070
XNR_RS07290,etp,"COG0394@1|root,COG0394@2|Bacteria,2GMPR@201174|Actinobacteria",Belongs to the low molecular weight phosphotyrosine protein phosphatase family,-,3.1.3.48,ko:K01104,-,-,-,-,"ko00000,ko01000",-,-,-,LMWPc,NC_020990.1,XNR_1470,1750453,1751127,-,low molecular weight phosphatase family protein,Signal transduction mechanisms,Op1071
XNR_RS07295,ywlC,"COG0009@1|root,COG0009@2|Bacteria,2GK2X@201174|Actinobacteria",Belongs to the SUA5 family,"GO:0000049,GO:0002949,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006450,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0065007,GO:0065008,GO:0070525,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363",2.7.7.87,ko:K07566,-,-,R10463,RC00745,"ko00000,ko01000,ko03009,ko03016",-,-,-,Sua5_yciO_yrdC,NC_020990.1,XNR_1471,1751124,1751771,-,L-threonylcarbamoyladenylate synthase,"Translation, ribosomal structure and biogenesis",Op1071
XNR_RS07300,prmC,"COG2890@1|root,COG2890@2|Bacteria,2GMH1@201174|Actinobacteria",Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0032259,GO:0044424,GO:0044444,GO:0044464",2.1.1.297,ko:K02493,-,-,R10806,"RC00003,RC03279","ko00000,ko01000,ko03012",-,-,-,"MTS,Methyltransf_25,Methyltransf_31",NC_020990.1,XNR_1472,1752005,1752850,-,peptide chain release factor N(5)-glutamine methyltransferase,"Translation, ribosomal structure and biogenesis",Op1072
XNR_RS07305,prfA,"COG0216@1|root,COG0216@2|Bacteria,2GJWG@201174|Actinobacteria",Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA,"GO:0008150,GO:0040007",-,ko:K02835,-,-,-,-,"ko00000,ko03012",-,-,-,"PCRF,RF-1",NC_020990.1,XNR_1473,1752891,1753967,-,peptide chain release factor 1,"Translation, ribosomal structure and biogenesis",Op1072
XNR_RS07310,rpmE,"COG0254@1|root,COG0254@2|Bacteria,2IQ4I@201174|Actinobacteria",50S ribosomal protein L31,"GO:0008150,GO:0040007",-,ko:K02909,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L31,NC_020990.1,XNR_1474,1754112,1754333,-,50S ribosomal protein L31,"Translation, ribosomal structure and biogenesis",Op1073
XNR_RS07315,XNR_RS07315,"COG1316@1|root,COG1316@2|Bacteria,2GJM3@201174|Actinobacteria",cell envelope-related transcriptional attenuator,-,-,-,-,-,-,-,-,-,-,-,"LytR_C,LytR_cpsA_psr",NC_020990.1,XNR_1475,1754652,1755797,-,LCP family protein,Transcription,Op1074
XNR_RS07320,rho,"COG1158@1|root,COG1158@2|Bacteria,2GIWY@201174|Actinobacteria","Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template","GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006351,GO:0006353,GO:0006360,GO:0006363,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0018130,GO:0019438,GO:0030312,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576",-,ko:K03628,"ko03018,map03018",-,-,-,"ko00000,ko00001,ko03019,ko03021",-,-,-,"ATP-synt_ab,Rho_N,Rho_RNA_bind",NC_020990.1,XNR_1476,1756245,1758308,-,transcription termination factor Rho,Transcription,Op1075
XNR_RS07325,thrB,"COG0083@1|root,COG0083@2|Bacteria,2GKIW@201174|Actinobacteria",Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate,"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004413,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006555,GO:0006566,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009086,GO:0009088,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019202,GO:0019752,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.7.1.39,ko:K00872,"ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230",M00018,R01771,"RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,"GHMP_kinases_C,GHMP_kinases_N",NC_020990.1,XNR_1477,1758692,1759609,-,homoserine kinase,Amino acid transport and metabolism,Op1076
XNR_RS07330,thrC,"COG0498@1|root,COG0498@2|Bacteria,2GJ5F@201174|Actinobacteria",Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine,"GO:0003674,GO:0003824,GO:0004795,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006566,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009088,GO:0009987,GO:0016020,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",4.2.3.1,ko:K01733,"ko00260,ko00750,ko01100,ko01110,ko01120,ko01230,map00260,map00750,map01100,map01110,map01120,map01230",M00018,"R01466,R05086","RC00017,RC00526","ko00000,ko00001,ko00002,ko01000",-,-,-,PALP,NC_020990.1,XNR_1478,1760004,1761062,-,threonine synthase,Amino acid transport and metabolism,Op1076
XNR_RS07335,hom,"COG0460@1|root,COG0460@2|Bacteria,2GIX9@201174|Actinobacteria",homoserine dehydrogenase,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944","1.1.1.3,2.7.2.4","ko:K00003,ko:K12524","ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230","M00016,M00017,M00018,M00526,M00527","R00480,R01773,R01775","RC00002,RC00043,RC00087","ko00000,ko00001,ko00002,ko01000",-,-,iNJ661.Rv1294,"ACT,Homoserine_dh,NAD_binding_3",NC_020990.1,XNR_1479,1761069,1762358,-,homoserine dehydrogenase,Amino acid transport and metabolism,Op1076
XNR_RS07340,lysA,"COG0019@1|root,COG0019@2|Bacteria,2GKAI@201174|Actinobacteria",Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine,-,4.1.1.20,ko:K01586,"ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230","M00016,M00525,M00526,M00527",R00451,RC00299,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Orn_Arg_deC_N,Orn_DAP_Arg_deC",NC_020990.1,XNR_1480,1762476,1763867,-,diaminopimelate decarboxylase,Amino acid transport and metabolism,Op1077
XNR_RS07345,argS1,"COG0018@1|root,COG0018@2|Bacteria,2GKQ3@201174|Actinobacteria",Arginyl-tRNA synthetase,-,6.1.1.19,ko:K01887,"ko00970,map00970","M00359,M00360",R03646,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",-,-,-,"Arg_tRNA_synt_N,DALR_1",NC_020990.1,XNR_1481,1763887,1764861,-,DALR anticodon-binding domain-containing protein,"Translation, ribosomal structure and biogenesis",Op1077
XNR_RS07350,XNR_RS07350,"COG2199@1|root,COG3706@2|Bacteria,2IHPQ@201174|Actinobacteria",cheY-homologous receiver domain,-,-,-,-,-,-,-,-,-,-,-,Response_reg,NC_020990.1,XNR_1482,1765014,1765469,-,response regulator,Signal transduction mechanisms,Op1078
XNR_RS07360,XNR_RS07360,"28NJ6@1|root,2ZBKE@2|Bacteria,2IGYV@201174|Actinobacteria",Beta protein,-,-,-,-,-,-,-,-,-,-,-,Beta_protein,NC_020990.1,XNR_1484,1765810,1766862,-,beta family protein,Function unknown,Op1079
XNR_RS07365,XNR_RS07365,"COG3940@1|root,COG3940@2|Bacteria,2GJJP@201174|Actinobacteria",Belongs to the glycosyl hydrolase 43 family,-,-,-,-,-,-,-,-,-,-,-,"AbfB,Glyco_hydro_43",NC_020990.1,XNR_1485,1767073,1768140,+,glycoside hydrolase family 43 protein,Carbohydrate transport and metabolism,Op1080
XNR_RS07370,XNR_RS07370,"COG1012@1|root,COG1012@2|Bacteria,2GIWZ@201174|Actinobacteria",Belongs to the aldehyde dehydrogenase family,-,"1.2.1.16,1.2.1.20,1.2.1.79",ko:K00135,"ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120",M00027,"R00713,R00714,R02401",RC00080,"ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh,NC_020990.1,XNR_1486,1768164,1769579,-,NAD-dependent succinate-semialdehyde dehydrogenase,Energy production and conversion,Op1081
XNR_RS07380,XNR_RS07380,"COG1191@1|root,COG1191@2|Bacteria,2GKBB@201174|Actinobacteria",rna polymerase sigma factor,-,-,ko:K03090,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r3,Sigma70_r4",NC_020990.1,XNR_1488,1770516,1771412,-,RNA polymerase sigma factor SigF,Transcription,Op1083
XNR_RS07385,XNR_RS07385,"COG1651@1|root,COG1651@2|Bacteria,2IGR9@201174|Actinobacteria",Protein-disulfide isomerase,-,-,-,-,-,-,-,-,-,-,-,Thioredoxin_4,NC_020990.1,XNR_1489,1771929,1772732,+,DsbA family protein,"Posttranslational modification, protein turnover, chaperones",Op1084
XNR_RS07390,dsbD,"COG0785@1|root,COG0785@2|Bacteria,2GMXW@201174|Actinobacteria",cytochrome c biogenesis protein,-,-,-,-,-,-,-,-,-,-,-,DsbD,NC_020990.1,XNR_1490,1772729,1773616,+,cytochrome c biogenesis CcdA family protein,"Posttranslational modification, protein turnover, chaperones",Op1084
XNR_RS07395,XNR_RS07395,"COG2267@1|root,COG2267@2|Bacteria,2I9H2@201174|Actinobacteria",Putative methyltransferase,-,-,-,-,-,-,-,-,-,-,-,Methyltransf_20,NC_020990.1,XNR_1491,1773686,1774480,+,class I SAM-dependent methyltransferase family protein,Lipid transport and metabolism,Op1085
XNR_RS07400,ku,"COG1273@1|root,COG1273@2|Bacteria,2GJMU@201174|Actinobacteria","With LigD forms a non-homologous end joining (NHEJ) DNA repair enzyme, which repairs dsDNA breaks with reduced fidelity. Binds linear dsDNA with 5'- and 3'- overhangs but not closed circular dsDNA nor ssDNA. Recruits and stimulates the ligase activity of LigD","GO:0000726,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006303,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0033554,GO:0034641,GO:0043085,GO:0043170,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050790,GO:0050896,GO:0051340,GO:0051351,GO:0051716,GO:0065007,GO:0065009,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363",-,ko:K10979,"ko03450,map03450",-,-,-,"ko00000,ko00001,ko03400",-,-,-,Ku,NC_020990.1,XNR_1492,1774501,1775637,-,Ku protein,"Replication, recombination and repair",Op1086
XNR_RS07405,ligD,"COG3285@1|root,COG3285@2|Bacteria,2GJPX@201174|Actinobacteria",DNA polymerase LigD polymerase domain,"GO:0000166,GO:0000287,GO:0000726,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003887,GO:0003896,GO:0003899,GO:0003909,GO:0003910,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0004652,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006266,GO:0006269,GO:0006281,GO:0006302,GO:0006303,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008152,GO:0008296,GO:0008297,GO:0008310,GO:0008408,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016874,GO:0016886,GO:0016895,GO:0017076,GO:0018130,GO:0019438,GO:0030145,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0033554,GO:0034061,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0070566,GO:0071704,GO:0071897,GO:0071944,GO:0090304,GO:0090305,GO:0097159,GO:0097367,GO:0097747,GO:0140097,GO:0140098,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576","6.5.1.1,6.5.1.6,6.5.1.7","ko:K01971,ko:K10747","ko03030,ko03410,ko03420,ko03430,ko03450,map03030,map03410,map03420,map03430,map03450",-,"R00381,R00382,R10822,R10823",RC00005,"ko00000,ko00001,ko01000,ko03032,ko03400",-,-,-,"DNA_ligase_A_C,DNA_ligase_A_M,LigD_N",NC_020990.1,XNR_1493,1775711,1776616,+,non-homologous end-joining DNA ligase,"Replication, recombination and repair",Op264
XNR_RS07410,XNR_RS07410,"COG3103@1|root,COG4991@2|Bacteria,2GQYX@201174|Actinobacteria",sh3 domain protein,-,-,-,-,-,-,-,-,-,-,-,SH3_3,NC_020990.1,XNR_1494,1776781,1777158,+,SH3 domain-containing protein,Signal transduction mechanisms,Op1087
XNR_RS07415,rodA,"COG0772@1|root,COG0772@2|Bacteria,2GJTI@201174|Actinobacteria",Belongs to the SEDS family,"GO:0002682,GO:0002684,GO:0008150,GO:0009605,GO:0009607,GO:0009987,GO:0035821,GO:0043207,GO:0044003,GO:0044403,GO:0044419,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050896,GO:0051301,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052173,GO:0052200,GO:0052255,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052564,GO:0052572,GO:0065007,GO:0075136",-,ko:K03588,"ko04112,map04112",-,-,-,"ko00000,ko00001,ko02000,ko03036",2.A.103.1,-,-,FTSW_RODA_SPOVE,NC_020990.1,XNR_1495,1777315,1778712,+,FtsW/RodA/SpoVE family cell cycle protein,"Cell cycle control, cell division, chromosome partitioning",Op1088
XNR_RS07420,pbpA,"COG0768@1|root,COG0768@2|Bacteria,2GJUQ@201174|Actinobacteria",penicillin-binding protein,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,ko:K05364,"ko00550,map00550",-,R04519,"RC00005,RC00049","ko00000,ko00001,ko01011",-,-,-,Transpeptidase,NC_020990.1,XNR_1496,1778709,1780166,+,penicillin-binding transpeptidase domain-containing protein,Cell wall/membrane/envelope biogenesis,Op1088
XNR_RS07425,XNR_RS07425,"COG0208@1|root,COG0208@2|Bacteria,2GJKZ@201174|Actinobacteria",P-aminobenzoate N-oxygenase AurF,-,-,-,-,-,-,-,-,-,-,-,AurF,NC_020990.1,XNR_1497,1780219,1781325,-,ferritin-like domain-containing protein,Nucleotide transport and metabolism,Op1089
XNR_RS07430,XNR_RS07430,"COG1503@1|root,COG1503@2|Bacteria,2GNCQ@201174|Actinobacteria",translation release factor activity,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_1498,1781687,1782841,-,hypothetical protein,"Translation, ribosomal structure and biogenesis",Op1090
XNR_RS07435,XNR_RS07435,"2F7SE@1|root,3406I@2|Bacteria,2IQG0@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_1499,1783001,1783264,+,hypothetical protein,-,Op1091
XNR_RS07440,XNR_RS07440,"COG0791@1|root,COG0791@2|Bacteria,2GMK4@201174|Actinobacteria",NlpC/P60 family,-,-,ko:K21471,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,"DUF4226,NLPC_P60",NC_020990.1,XNR_1500,1783440,1784525,+,C40 family peptidase,Cell wall/membrane/envelope biogenesis,Op1092
XNR_RS07450,XNR_RS07450,"COG0644@1|root,COG0644@2|Bacteria,2I30P@201174|Actinobacteria","conserved protein domain typically associated with flavoprotein oxygenases, DIM6 NTAB family",-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_1502,1785108,1786352,-,alanine-phosphoribitol ligase,Energy production and conversion,Op1094
XNR_RS07455,cvnD8,"COG2229@1|root,COG2229@2|Bacteria,2GJIT@201174|Actinobacteria",ATP- GTP-binding protein,-,-,ko:K06945,-,-,-,-,ko00000,-,-,-,ATP_bind_1,NC_020990.1,XNR_1503,1786410,1787036,-,ATP/GTP-binding protein,Function unknown,Op1095
XNR_RS07460,XNR_RS07460,"COG1846@1|root,COG1846@2|Bacteria,2IFR4@201174|Actinobacteria",Protein of unknown function (DUF742),-,-,-,-,-,-,-,-,-,-,-,DUF742,NC_020990.1,XNR_1504,1787017,1787418,-,DUF742 domain-containing protein,Transcription,Op1095
