,locus_tag,GOs
8426,XNR_RS09255,obsolete cell part
8427,XNR_RS09255,carboxylic acid biosynthetic process
8428,XNR_RS09255,heterocycle metabolic process
8429,XNR_RS09255,metal ion binding
8430,XNR_RS09255,transition metal ion binding
8431,XNR_RS09255,obsolete oxidation-reduction process
8432,XNR_RS09255,organic substance metabolic process
8433,XNR_RS09255,cell periphery
8434,XNR_RS09255,organic cyclic compound metabolic process
8435,XNR_RS09255,organic cyclic compound biosynthetic process
8436,XNR_RS09255,organonitrogen compound metabolic process
8437,XNR_RS09255,organonitrogen compound biosynthetic process
8438,XNR_RS09255,organic substance biosynthetic process
8439,XNR_RS09255,alpha-amino acid metabolic process
8440,XNR_RS09255,alpha-amino acid biosynthetic process
8459,XNR_RS09350,nucleotide binding
8460,XNR_RS09350,molecular_function
8461,XNR_RS09350,catalytic activity
8462,XNR_RS09350,transporter activity
8463,XNR_RS09350,binding
8464,XNR_RS09350,ATP binding
8465,XNR_RS09350,cellular_component
8466,XNR_RS09350,intracellular anatomical structure
8467,XNR_RS09350,obsolete cell
8468,XNR_RS09350,cytoplasm
8469,XNR_RS09350,cytosol
8470,XNR_RS09350,plasma membrane
8471,XNR_RS09350,plasma membrane
8472,XNR_RS09350,transport
8473,XNR_RS09350,protein localization
8474,XNR_RS09350,obsolete drug binding
8475,XNR_RS09350,biological_process
8476,XNR_RS09350,protein transmembrane transporter activity
8477,XNR_RS09350,obsolete protein transporter activity
8478,XNR_RS09350,protein transport
8479,XNR_RS09350,primary active transmembrane transporter activity
8480,XNR_RS09350,ATPase-coupled transmembrane transporter activity
8481,XNR_RS09350,ABC-type peptide transporter activity
8482,XNR_RS09350,protein-transporting ATPase activity
8483,XNR_RS09350,ABC-type protein transporter activity
8484,XNR_RS09350,peptide transport
8485,XNR_RS09350,membrane
8486,XNR_RS09350,membrane
8487,XNR_RS09350,pyrophosphatase activity
8488,XNR_RS09350,hydrolase activity
8489,XNR_RS09350,"hydrolase activity, acting on acid anhydrides"
8490,XNR_RS09350,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
8491,XNR_RS09350,ATP hydrolysis activity
8492,XNR_RS09350,purine nucleotide binding
8493,XNR_RS09350,ribonucleoside triphosphate phosphatase activity
8494,XNR_RS09350,active transmembrane transporter activity
8495,XNR_RS09350,transmembrane transporter activity
8496,XNR_RS09350,macromolecule transmembrane transporter activity
8497,XNR_RS09350,adenyl nucleotide binding
8498,XNR_RS09350,obsolete intrinsic component of membrane
8499,XNR_RS09350,obsolete intrinsic component of plasma membrane
8500,XNR_RS09350,cell envelope Sec protein transport complex
8501,XNR_RS09350,ribonucleotide binding
8502,XNR_RS09350,purine ribonucleotide binding
8503,XNR_RS09350,adenyl ribonucleotide binding
8504,XNR_RS09350,protein-containing complex
8505,XNR_RS09350,macromolecule localization
8506,XNR_RS09350,obsolete ATPase-coupled amide-transporter activity
8507,XNR_RS09350,purine ribonucleoside triphosphate binding
8508,XNR_RS09350,small molecule binding
8509,XNR_RS09350,ATP hydrolysis activity
8510,XNR_RS09350,ATPase-coupled transmembrane transporter activity
8511,XNR_RS09350,amide transport
8512,XNR_RS09350,amide transmembrane transporter activity
8513,XNR_RS09350,ion binding
8514,XNR_RS09350,anion binding
8515,XNR_RS09350,ATPase-coupled transmembrane transporter activity
8516,XNR_RS09350,protein transport by the Sec complex
8517,XNR_RS09350,obsolete intracellular part
8518,XNR_RS09350,obsolete membrane part
8519,XNR_RS09350,obsolete cytoplasmic part
8520,XNR_RS09350,obsolete plasma membrane part
8521,XNR_RS09350,obsolete cell part
8522,XNR_RS09350,establishment of protein localization
8523,XNR_RS09350,localization
8524,XNR_RS09350,establishment of localization
8525,XNR_RS09350,transmembrane transport
8526,XNR_RS09350,organic substance transport
8527,XNR_RS09350,nitrogen compound transport
8528,XNR_RS09350,protein transmembrane transport
8529,XNR_RS09350,cell periphery
8530,XNR_RS09350,organic cyclic compound binding
8531,XNR_RS09350,carbohydrate derivative binding
8532,XNR_RS09350,nucleoside phosphate binding
8533,XNR_RS09350,heterocyclic compound binding
8534,XNR_RS09350,peptide transmembrane transporter activity
8538,XNR_RS09370,molecular_function
8539,XNR_RS09370,binding
8540,XNR_RS09370,cellular_component
8541,XNR_RS09370,intracellular anatomical structure
8542,XNR_RS09370,obsolete cell
8543,XNR_RS09370,cytoplasm
8544,XNR_RS09370,cytosol
8545,XNR_RS09370,ribosome
8546,XNR_RS09370,regulation of translation
8547,XNR_RS09370,regulation of translational elongation
8548,XNR_RS09370,biological_process
8549,XNR_RS09370,regulation of biosynthetic process
8550,XNR_RS09370,negative regulation of biosynthetic process
8551,XNR_RS09370,negative regulation of metabolic process
8552,XNR_RS09370,regulation of gene expression
8553,XNR_RS09370,regulation of macromolecule biosynthetic process
8554,XNR_RS09370,negative regulation of macromolecule biosynthetic process
8555,XNR_RS09370,negative regulation of macromolecule metabolic process
8556,XNR_RS09370,post-transcriptional regulation of gene expression
8557,XNR_RS09370,negative regulation of gene expression
8558,XNR_RS09370,small ribosomal subunit
8559,XNR_RS09370,negative regulation of translation
8560,XNR_RS09370,regulation of metabolic process
8561,XNR_RS09370,cytosolic ribosome
8562,XNR_RS09370,cytosolic small ribosomal subunit
8563,XNR_RS09370,regulation of cellular metabolic process
8564,XNR_RS09370,negative regulation of cellular metabolic process
8565,XNR_RS09370,regulation of cellular biosynthetic process
8566,XNR_RS09370,negative regulation of cellular biosynthetic process
8567,XNR_RS09370,regulation of protein metabolic process
8568,XNR_RS09370,negative regulation of protein metabolic process
8569,XNR_RS09370,protein-containing complex
8570,XNR_RS09370,regulation of amide metabolic process
8571,XNR_RS09370,negative regulation of amide metabolic process
8572,XNR_RS09370,ribonucleoprotein complex binding
8573,XNR_RS09370,ribosome binding
8574,XNR_RS09370,ribosomal small subunit binding
8575,XNR_RS09370,organelle
8576,XNR_RS09370,non-membrane-bounded organelle
8577,XNR_RS09370,intracellular organelle
8578,XNR_RS09370,intracellular non-membrane-bounded organelle
8579,XNR_RS09370,ribosomal subunit
8580,XNR_RS09370,obsolete organelle part
8581,XNR_RS09370,obsolete intracellular part
8582,XNR_RS09370,obsolete cytoplasmic part
8583,XNR_RS09370,obsolete cytosolic part
8584,XNR_RS09370,obsolete intracellular organelle part
8585,XNR_RS09370,obsolete cell part
8586,XNR_RS09370,protein-containing complex binding
8587,XNR_RS09370,negative regulation of translational elongation
8588,XNR_RS09370,negative regulation of biological process
8589,XNR_RS09370,negative regulation of cellular process
8590,XNR_RS09370,regulation of biological process
8591,XNR_RS09370,regulation of cellular process
8592,XNR_RS09370,regulation of nitrogen compound metabolic process
8593,XNR_RS09370,negative regulation of nitrogen compound metabolic process
8594,XNR_RS09370,regulation of protein metabolic process
8595,XNR_RS09370,negative regulation of protein metabolic process
8596,XNR_RS09370,regulation of macromolecule metabolic process
8597,XNR_RS09370,biological regulation
8598,XNR_RS09370,regulation of primary metabolic process
8599,XNR_RS09370,ribonucleoprotein complex
8600,XNR_RS09370,obsolete regulation of cellular macromolecule biosynthetic process
8601,XNR_RS09370,obsolete negative regulation of cellular macromolecule biosynthetic process
8604,XNR_RS09385,cellular_component
8605,XNR_RS09385,intracellular anatomical structure
8606,XNR_RS09385,obsolete cell
8607,XNR_RS09385,cytoplasm
8608,XNR_RS09385,cytosol
8609,XNR_RS09385,biological_process
8610,XNR_RS09385,growth
8611,XNR_RS09385,obsolete intracellular part
8612,XNR_RS09385,obsolete cytoplasmic part
8613,XNR_RS09385,obsolete cell part
8614,XNR_RS09390,cellular_component
8615,XNR_RS09390,obsolete cell
8616,XNR_RS09390,plasma membrane
8617,XNR_RS09390,regulation of DNA-templated transcription
8618,XNR_RS09390,protein modification process
8619,XNR_RS09390,protein phosphorylation
8620,XNR_RS09390,phosphorus metabolic process
8621,XNR_RS09390,phosphate-containing compound metabolic process
8622,XNR_RS09390,nitrogen compound metabolic process
8623,XNR_RS09390,biological_process
8624,XNR_RS09390,metabolic process
8625,XNR_RS09390,regulation of biosynthetic process
8626,XNR_RS09390,positive regulation of biosynthetic process
8627,XNR_RS09390,positive regulation of metabolic process
8628,XNR_RS09390,cellular process
8629,XNR_RS09390,regulation of gene expression
8630,XNR_RS09390,regulation of macromolecule biosynthetic process
8631,XNR_RS09390,positive regulation of macromolecule biosynthetic process
8632,XNR_RS09390,positive regulation of macromolecule metabolic process
8633,XNR_RS09390,positive regulation of gene expression
8634,XNR_RS09390,membrane
8635,XNR_RS09390,phosphorylation
8636,XNR_RS09390,regulation of nucleobase-containing compound metabolic process
8637,XNR_RS09390,regulation of metabolic process
8638,XNR_RS09390,protein metabolic process
8639,XNR_RS09390,regulation of cellular metabolic process
8640,XNR_RS09390,positive regulation of cellular metabolic process
8641,XNR_RS09390,regulation of cellular biosynthetic process
8642,XNR_RS09390,positive regulation of cellular biosynthetic process
8643,XNR_RS09390,protein modification process
8644,XNR_RS09390,growth
8645,XNR_RS09390,macromolecule metabolic process
8646,XNR_RS09390,macromolecule modification
8647,XNR_RS09390,obsolete growth involved in symbiotic interaction
8648,XNR_RS09390,biological process involved in interaction with host
8649,XNR_RS09390,biological process involved in interaction with host
8650,XNR_RS09390,cellular metabolic process
8651,XNR_RS09390,primary metabolic process
8652,XNR_RS09390,obsolete cellular macromolecule metabolic process
8653,XNR_RS09390,protein metabolic process
8654,XNR_RS09390,biological process involved in symbiotic interaction
8655,XNR_RS09390,biological process involved in interspecies interaction between organisms
8656,XNR_RS09390,obsolete cell part
8657,XNR_RS09390,positive regulation of DNA-templated transcription
8658,XNR_RS09390,positive regulation of nucleobase-containing compound metabolic process
8659,XNR_RS09390,positive regulation of biological process
8660,XNR_RS09390,positive regulation of cellular process
8661,XNR_RS09390,regulation of biological process
8662,XNR_RS09390,regulation of cellular process
8663,XNR_RS09390,regulation of nitrogen compound metabolic process
8664,XNR_RS09390,positive regulation of nitrogen compound metabolic process
8665,XNR_RS09390,regulation of RNA metabolic process
8666,XNR_RS09390,positive regulation of RNA metabolic process
8667,XNR_RS09390,obsolete multi-organism process
8668,XNR_RS09390,regulation of macromolecule metabolic process
8669,XNR_RS09390,biological regulation
8670,XNR_RS09390,organic substance metabolic process
8671,XNR_RS09390,cell periphery
8672,XNR_RS09390,regulation of primary metabolic process
8673,XNR_RS09390,organonitrogen compound metabolic process
8674,XNR_RS09390,positive regulation of RNA biosynthetic process
8675,XNR_RS09390,obsolete regulation of nucleic acid-templated transcription
8676,XNR_RS09390,obsolete positive regulation of nucleic acid-templated transcription
8677,XNR_RS09390,obsolete regulation of cellular macromolecule biosynthetic process
8678,XNR_RS09390,regulation of RNA biosynthetic process
8682,XNR_RS09410,cellular_component
8683,XNR_RS09410,obsolete cell
8684,XNR_RS09410,plasma membrane
8685,XNR_RS09410,membrane
8686,XNR_RS09410,obsolete cell part
8687,XNR_RS09410,cell periphery
8693,XNR_RS09455,sulfur amino acid metabolic process
8694,XNR_RS09455,molecular_function
8695,XNR_RS09455,catalytic activity
8696,XNR_RS09455,adenosylhomocysteinase activity
8697,XNR_RS09455,cellular_component
8698,XNR_RS09455,intracellular anatomical structure
8699,XNR_RS09455,obsolete cell
8700,XNR_RS09455,cytoplasm
8701,XNR_RS09455,cytosol
8702,XNR_RS09455,organic acid metabolic process
8703,XNR_RS09455,nucleobase-containing compound metabolic process
8704,XNR_RS09455,amino acid metabolic process
8705,XNR_RS09455,cysteine metabolic process
8706,XNR_RS09455,methionine metabolic process
8707,XNR_RS09455,cellular modified amino acid metabolic process
8708,XNR_RS09455,cellular aromatic compound metabolic process
8709,XNR_RS09455,obsolete coenzyme metabolic process
8710,XNR_RS09455,sulfur compound metabolic process
8711,XNR_RS09455,nitrogen compound metabolic process
8712,XNR_RS09455,biological_process
8713,XNR_RS09455,metabolic process
8714,XNR_RS09455,aspartate family amino acid metabolic process
8715,XNR_RS09455,serine family amino acid metabolic process
8716,XNR_RS09455,nucleoside metabolic process
8717,XNR_RS09455,ribonucleoside metabolic process
8718,XNR_RS09455,cellular process
8719,XNR_RS09455,hydrolase activity
8720,XNR_RS09455,"hydrolase activity, acting on ether bonds"
8721,XNR_RS09455,trialkylsulfonium hydrolase activity
8722,XNR_RS09455,xenobiotic metabolic process
8723,XNR_RS09455,carboxylic acid metabolic process
8724,XNR_RS09455,S-adenosylmethionine cycle
8725,XNR_RS09455,cellular nitrogen compound metabolic process
8726,XNR_RS09455,purine nucleoside metabolic process
8727,XNR_RS09455,oxoacid metabolic process
8728,XNR_RS09455,cellular metabolic process
8729,XNR_RS09455,primary metabolic process
8730,XNR_RS09455,small molecule metabolic process
8731,XNR_RS09455,obsolete intracellular part
8732,XNR_RS09455,obsolete cytoplasmic part
8733,XNR_RS09455,obsolete cell part
8734,XNR_RS09455,purine ribonucleoside metabolic process
8735,XNR_RS09455,L-cysteine metabolic process
8736,XNR_RS09455,heterocycle metabolic process
8737,XNR_RS09455,S-adenosylhomocysteine metabolic process
8738,XNR_RS09455,S-adenosylmethionine metabolic process
8739,XNR_RS09455,obsolete cofactor metabolic process
8740,XNR_RS09455,nucleobase-containing small molecule metabolic process
8741,XNR_RS09455,organic substance metabolic process
8742,XNR_RS09455,purine-containing compound metabolic process
8743,XNR_RS09455,carbohydrate derivative metabolic process
8744,XNR_RS09455,organic cyclic compound metabolic process
8745,XNR_RS09455,organonitrogen compound metabolic process
8746,XNR_RS09455,alpha-amino acid metabolic process
8747,XNR_RS09455,glycosyl compound metabolic process
8762,XNR_RS09530,molecular_function
8763,XNR_RS09530,catalytic activity
8764,XNR_RS09530,obsolete coenzyme metabolic process
8765,XNR_RS09530,biological_process
8766,XNR_RS09530,metabolic process
8767,XNR_RS09530,biosynthetic process
8768,XNR_RS09530,obsolete coenzyme biosynthetic process
8769,XNR_RS09530,cellular process
8770,XNR_RS09530,transferase activity
8771,XNR_RS09530,"transferase activity, transferring phosphorus-containing groups"
8772,XNR_RS09530,"phosphotransferase activity, alcohol group as acceptor"
8773,XNR_RS09530,LPPG:FO 2-phospho-L-lactate transferase activity
8774,XNR_RS09530,cellular metabolic process
8775,XNR_RS09530,cellular biosynthetic process
8776,XNR_RS09530,obsolete cofactor metabolic process
8777,XNR_RS09530,obsolete cofactor biosynthetic process
8778,XNR_RS09535,cellular_component
8779,XNR_RS09535,obsolete cell
8780,XNR_RS09535,plasma membrane
8781,XNR_RS09535,obsolete coenzyme metabolic process
8782,XNR_RS09535,biological_process
8783,XNR_RS09535,metabolic process
8784,XNR_RS09535,biosynthetic process
8785,XNR_RS09535,obsolete coenzyme biosynthetic process
8786,XNR_RS09535,cellular process
8787,XNR_RS09535,membrane
8788,XNR_RS09535,cellular metabolic process
8789,XNR_RS09535,cellular biosynthetic process
8790,XNR_RS09535,obsolete cell part
8791,XNR_RS09535,obsolete cofactor metabolic process
8792,XNR_RS09535,obsolete cofactor biosynthetic process
8793,XNR_RS09535,cell periphery
8824,XNR_RS09690,molecular_function
8825,XNR_RS09690,catalytic activity
8826,XNR_RS09690,monooxygenase activity
8827,XNR_RS09690,biological_process
8828,XNR_RS09690,metabolic process
8829,XNR_RS09690,oxidoreductase activity
8830,XNR_RS09690,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
8831,XNR_RS09690,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
8832,XNR_RS09690,obsolete oxidation-reduction process
8837,XNR_RS09715,biological_process
8838,XNR_RS09715,growth
8839,XNR_RS09720,cellular_component
8840,XNR_RS09720,intracellular anatomical structure
8841,XNR_RS09720,obsolete cell
8842,XNR_RS09720,cytoplasm
