locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS05220,XNR_RS05220,NC_020990.1,XNR_1054,1261989,1262897,-,ADP-ribosylglycohydrolase family protein,O,Op769
XNR_RS05225,XNR_RS05225,NC_020990.1,XNR_1055,1262911,1263570,-,histidine phosphatase family protein,G,Op769
XNR_RS05230,XNR_RS05230,NC_020990.1,XNR_1056,1263640,1264245,-,YdbC family protein,S,Op770
XNR_RS05235,XNR_RS05235,NC_020990.1,,1264461,1265000,+,TerD family protein,T,Op771
XNR_RS05240,XNR_RS05240,NC_020990.1,XNR_1058,1265156,1265854,-,SUMF1/EgtB/PvdO family nonheme iron enzyme,G,Op772
XNR_RS05245,XNR_RS05245,NC_020990.1,XNR_1059,1266066,1268936,-,vitamin B12-dependent ribonucleotide reductase,F,Op773
XNR_RS05250,nrdR,NC_020990.1,XNR_1060,1269074,1269586,-,transcriptional regulator NrdR,K,Op774
XNR_RS05255,lexA,NC_020990.1,XNR_1061,1270208,1270993,+,transcriptional repressor LexA,K,Op775
XNR_RS05260,XNR_RS05260,NC_020990.1,XNR_1062,1271089,1273077,-,ATP-dependent DNA helicase,K,Op776
XNR_RS05265,XNR_RS05265,NC_020990.1,XNR_1063,1273164,1275026,-,IucA/IucC family siderophore biosynthesis protein,Q,Op777
XNR_RS05270,XNR_RS05270,NC_020990.1,XNR_1064,1275489,1276274,-,GNAT family N-acetyltransferase,J,Op778
XNR_RS05275,XNR_RS05275,NC_020990.1,XNR_1065,1276301,1278196,-,iron transporter,Q,Op778
XNR_RS05280,XNR_RS05280,NC_020990.1,XNR_1066,1278267,1279625,-,diaminobutyrate--2-oxoglutarate transaminase family protein,E,Op779
XNR_RS05285,XNR_RS05285,NC_020990.1,XNR_1067,1279887,1281104,+,hypothetical protein,E,Op780
XNR_RS05290,XNR_RS05290,NC_020990.1,XNR_1068,1281263,1282468,+,hypothetical protein,E,Op781
XNR_RS05295,hflX,NC_020990.1,XNR_1069,1282545,1284074,-,GTPase HflX,K,Op782
XNR_RS05300,XNR_RS05300,NC_020990.1,XNR_1070,1284277,1285719,-,M1 family metallopeptidase,E,Op783
XNR_RS05305,XNR_RS05305,NC_020990.1,XNR_1071,1285817,1287988,-,HD domain-containing protein,K,Op784
XNR_RS05310,dapF,NC_020990.1,XNR_1072,1288334,1289224,-,diaminopimelate epimerase,E,Op785
XNR_RS05315,XNR_RS05315,NC_020990.1,XNR_1073,1289267,1289713,-,membrane protein,-,Op786
XNR_RS05320,miaA,NC_020990.1,XNR_1074,1289821,1290759,-,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,J,Op787
XNR_RS05325,XNR_RS05325,NC_020990.1,XNR_1075,1290868,1291200,+,antitoxin,S,Op788
XNR_RS05330,XNR_RS05330,NC_020990.1,XNR_1076,1291252,1291737,-,universal stress protein,T,Op789
XNR_RS05335,XNR_RS05335,NC_020990.1,XNR_1077,1291800,1292513,-,hypothetical protein,S,Op790
XNR_RS05340,miaB,NC_020990.1,XNR_1078,1292597,1294138,-,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,J,Op791
XNR_RS05345,XNR_RS05345,NC_020990.1,XNR_1079,1294228,1295220,+,TAXI family TRAP transporter solute-binding subunit,S,Op792
XNR_RS05350,XNR_RS05350,NC_020990.1,XNR_1080,1295227,1296657,-,ATP-binding protein,T,Op793
XNR_RS05355,XNR_RS05355,NC_020990.1,XNR_1081,1296664,1297362,-,response regulator transcription factor,T,Op793
XNR_RS05360,XNR_RS05360,NC_020990.1,XNR_1082,1297695,1298423,+,amino acid ABC transporter ATP-binding protein,E,Op794
XNR_RS05365,XNR_RS05365,NC_020990.1,XNR_1083,1298584,1299417,+,glutamate ABC transporter substrate-binding protein,E,Op795
XNR_RS05370,XNR_RS05370,NC_020990.1,XNR_1084,1299510,1300175,+,amino acid ABC transporter permease,E,Op796
XNR_RS05375,XNR_RS05375,NC_020990.1,XNR_1085,1300172,1301065,+,amino acid ABC transporter permease,E,Op796
XNR_RS05380,XNR_RS05380,NC_020990.1,XNR_1086,1301273,1302892,+,FAD-dependent monooxygenase,C,Op797
XNR_RS05385,XNR_RS05385,NC_020990.1,XNR_1087,1303302,1303889,+,cysteine dioxygenase,S,Op798
XNR_RS05395,XNR_RS05395,NC_020990.1,,1304546,1304926,+,rhodanese-like domain-containing protein,P,Op799
XNR_RS05400,recX,NC_020990.1,XNR_1089,1304985,1305707,-,recombination regulator RecX,S,Op800
XNR_RS05405,recA,NC_020990.1,XNR_1090,1305714,1306838,-,recombinase RecA,L,Op800
XNR_RS05410,XNR_RS05410,NC_020990.1,XNR_1091,1307076,1307624,-,sugar O-acetyltransferase,M,Op801
XNR_RS05415,XNR_RS05415,NC_020990.1,XNR_1092,1307810,1308754,+,LysR family transcriptional regulator,K,Op802
XNR_RS05420,XNR_RS05420,NC_020990.1,XNR_1093,1308890,1309507,+,dihydrofolate reductase family protein,H,Op803
XNR_RS05425,XNR_RS05425,NC_020990.1,XNR_1094,1309524,1309796,+,dihydrofolate reductase family protein,H,Op803
XNR_RS05430,XNR_RS05430,NC_020990.1,XNR_1095,1309963,1311273,-,AI-2E family transporter,S,Op804
XNR_RS05435,XNR_RS05435,NC_020990.1,XNR_1096,1311364,1311558,-,DUF3046 domain-containing protein,S,Op805
XNR_RS05440,XNR_RS05440,NC_020990.1,XNR_1097,1311587,1311895,-,AzlD domain-containing protein,S,Op805
XNR_RS05445,XNR_RS05445,NC_020990.1,XNR_1098,1311892,1312659,-,AzlC family ABC transporter permease,E,Op805
XNR_RS05450,XNR_RS05450,NC_020990.1,XNR_1099,1312811,1313674,-,AraC family transcriptional regulator,K,Op806
XNR_RS05455,XNR_RS05455,NC_020990.1,XNR_1100,1313766,1318406,+,ATP-dependent helicase,L,Op807
XNR_RS05460,XNR_RS05460,NC_020990.1,XNR_1101,1318437,1319612,-,alpha/beta fold hydrolase,K,Op808
XNR_RS05465,XNR_RS05465,NC_020990.1,XNR_1102,1319716,1320288,+,CGNR zinc finger domain-containing protein,S,Op809
XNR_RS05470,XNR_RS05470,NC_020990.1,XNR_1103,1320421,1320993,+,TetR/AcrR family transcriptional regulator,K,Op810
XNR_RS05475,XNR_RS05475,NC_020990.1,XNR_1104,1321083,1322276,+,GDSL-type esterase/lipase family protein,E,Op811
XNR_RS05480,XNR_RS05480,NC_020990.1,XNR_1105,1322304,1323098,+,Fpg/Nei family DNA glycosylase,L,Op811
XNR_RS05485,XNR_RS05485,NC_020990.1,XNR_1106,1323114,1323377,-,hypothetical protein,X,Op812
XNR_RS05490,XNR_RS05490,NC_020990.1,XNR_1107,1323505,1323975,-,DNA starvation/stationary phase protection protein,P,Op813
XNR_RS05495,XNR_RS05495,NC_020990.1,XNR_1108,1324293,1324664,-,helix-turn-helix transcriptional regulator,K,Op814
XNR_RS05500,XNR_RS05500,NC_020990.1,XNR_1109,1324774,1325283,-,CinA family protein,I,Op815
XNR_RS05505,pgsA,NC_020990.1,XNR_1110,1325280,1326158,-,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,I,Op815
XNR_RS05510,rimO,NC_020990.1,XNR_1111,1326155,1327627,-,30S ribosomal protein S12 methylthiotransferase RimO,J,Op815
XNR_RS05515,XNR_RS05515,NC_020990.1,XNR_1112,1327696,1328607,-,helix-turn-helix domain-containing protein,S,Op816
XNR_RS05520,XNR_RS05520,NC_020990.1,XNR_1113,1329041,1331749,-,DNA translocase FtsK,D,Op817
XNR_RS05525,XNR_RS05525,NC_020990.1,XNR_1114,1331887,1332552,-,response regulator,T,Op818
XNR_RS05530,XNR_RS05530,NC_020990.1,XNR_1115,1332861,1338257,-,HAMP domain-containing protein,T,Op819
XNR_RS05535,XNR_RS05535,NC_020990.1,XNR_1116,1338614,1341331,+,SpoIIE family protein phosphatase,T,Op820
XNR_RS05545,XNR_RS05545,NC_020990.1,XNR_1118,1341598,1342272,-,DegT/DnrJ/EryC1/StrS family aminotransferase,E,Op821
XNR_RS05565,XNR_RS05565,NC_020990.1,XNR_1122,1348051,1349736,-,ribonuclease J,S,Op822
XNR_RS05570,dapA,NC_020990.1,XNR_1123,1349840,1350763,-,4-hydroxy-tetrahydrodipicolinate synthase,E,Op823
XNR_RS05575,thyX,NC_020990.1,XNR_1124,1350997,1351737,-,FAD-dependent thymidylate synthase,F,Op824
XNR_RS05580,XNR_RS05580,NC_020990.1,XNR_1125,1351950,1352189,+,hypothetical protein,-,Op825
XNR_RS05585,XNR_RS05585,NC_020990.1,XNR_1126,1352282,1352845,+,hypothetical protein,-,Op826
XNR_RS05590,XNR_RS05590,NC_020990.1,XNR_1127,1352901,1353359,-,tetratricopeptide repeat protein,U,Op827
XNR_RS05595,dapB,NC_020990.1,XNR_1128,1353373,1354128,-,4-hydroxy-tetrahydrodipicolinate reductase,E,Op827
XNR_RS05600,XNR_RS05600,NC_020990.1,XNR_1129,1354153,1355529,-,pitrilysin family protein,S,Op827
XNR_RS05605,XNR_RS05605,NC_020990.1,XNR_1130,1355526,1357733,-,polyribonucleotide nucleotidyltransferase,J,Op827
XNR_RS05610,rpsO,NC_020990.1,XNR_1131,1358111,1358398,-,30S ribosomal protein S15,J,Op828
XNR_RS05615,XNR_RS05615,NC_020990.1,XNR_1132,1358798,1359031,+,DUF397 domain-containing protein,S,Op829
XNR_RS31530,XNR_RS31530,NC_020990.1,,1359481,1359606,+,SCO5717 family growth-regulating ATPase,X,Op830
XNR_RS31075,XNR_RS31075,NC_020990.1,,1359832,1360371,-,hypothetical protein,X,Op831
XNR_RS31080,XNR_RS31080,NC_020990.1,,1360368,1360592,-,hypothetical protein,X,Op832
XNR_RS31085,XNR_RS31085,NC_020990.1,XNR_1134,1360711,1363938,+,AAA family ATPase,D,Op833
XNR_RS05625,XNR_RS05625,NC_020990.1,XNR_1135,1364260,1366137,+,ABC transporter substrate-binding protein,E,Op834
XNR_RS05630,XNR_RS05630,NC_020990.1,XNR_1136,1366141,1367220,+,ABC transporter permease,E,Op834
XNR_RS05635,XNR_RS05635,NC_020990.1,XNR_1137,1367217,1368161,+,ABC transporter permease,E,Op834
XNR_RS05640,XNR_RS05640,NC_020990.1,XNR_1138,1368158,1369285,+,ABC transporter ATP-binding protein,E,Op834
XNR_RS05645,XNR_RS05645,NC_020990.1,XNR_1139,1369282,1370388,+,ABC transporter ATP-binding protein,E,Op834
XNR_RS05650,XNR_RS05650,NC_020990.1,XNR_1140,1370738,1371532,+,pentapeptide repeat-containing protein,S,Op835
XNR_RS05655,XNR_RS05655,NC_020990.1,XNR_1141,1371561,1372526,-,bifunctional riboflavin kinase/FAD synthetase,H,Op836
XNR_RS30275,XNR_RS30275,NC_020990.1,XNR_1142,1372578,1377221,-,trypsin-like peptidase domain-containing protein,O,Op837
XNR_RS05670,truB,NC_020990.1,XNR_1143,1377456,1378361,-,tRNA pseudouridine(55) synthase TruB,J,Op838
XNR_RS05675,rbfA,NC_020990.1,XNR_1144,1378358,1378819,-,30S ribosome-binding factor RbfA,J,Op838
XNR_RS05680,XNR_RS05680,NC_020990.1,XNR_1145,1378873,1379166,-,DUF503 domain-containing protein,S,Op839
XNR_RS29605,infB,NC_020990.1,,1379347,1382364,-,translation initiation factor IF-2,J,Op840
XNR_RS05690,XNR_RS05690,NC_020990.1,XNR_1147,1382510,1382800,-,YlxR family protein,K,Op841
XNR_RS05695,nusA,NC_020990.1,XNR_1148,1382976,1384052,-,transcription termination factor NusA,K,Op842
XNR_RS05700,rimP,NC_020990.1,XNR_1149,1384055,1384579,-,ribosome maturation factor RimP,S,Op842
XNR_RS05705,XNR_RS05705,NC_020990.1,XNR_1150,1384858,1385406,+,hypothetical protein,-,Op843
XNR_RS05710,XNR_RS05710,NC_020990.1,XNR_1151,1385403,1385921,+,ferritin-like domain-containing protein,S,Op843
XNR_RS05715,XNR_RS05715,NC_020990.1,XNR_1152,1385946,1386836,+,phosphotransferase,V,Op843
XNR_RS05720,XNR_RS05720,NC_020990.1,XNR_1153,1387346,1389040,-,proline--tRNA ligase,J,Op844
XNR_RS05725,XNR_RS05725,NC_020990.1,XNR_1154,1389125,1389694,-,GNAT family N-acetyltransferase,K,Op845
XNR_RS05730,XNR_RS05730,NC_020990.1,XNR_1155,1389745,1390524,-,ABC transporter ATP-binding protein,E,Op846
XNR_RS05735,XNR_RS05735,NC_020990.1,XNR_1156,1390877,1391677,-,ABC transporter ATP-binding protein,E,Op847
XNR_RS05740,XNR_RS05740,NC_020990.1,XNR_1157,1391674,1392540,-,ABC transporter permease,E,Op847
XNR_RS05745,XNR_RS05745,NC_020990.1,XNR_1158,1392537,1393502,-,ABC transporter permease,E,Op847
XNR_RS05750,XNR_RS05750,NC_020990.1,XNR_1159,1393512,1395041,-,ABC transporter substrate-binding protein,E,Op847
XNR_RS05755,XNR_RS05755,NC_020990.1,XNR_1160,1395112,1395846,-,DUF1684 domain-containing protein,C,Op848
XNR_RS05760,XNR_RS05760,NC_020990.1,XNR_1161,1396351,1397196,-,GNAT family N-acetyltransferase,S,Op849
XNR_RS05765,ispG,NC_020990.1,XNR_1162,1397502,1398656,-,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,I,Op850
XNR_RS05770,XNR_RS05770,NC_020990.1,XNR_1163,1399015,1400316,-,site-2 protease family protein,M,Op851
XNR_RS05775,dxr,NC_020990.1,XNR_1164,1400313,1401572,-,1-deoxy-D-xylulose-5-phosphate reductoisomerase,I,Op851
XNR_RS05785,XNR_RS05785,NC_020990.1,XNR_1165,1402232,1403473,-,ROK family transcriptional regulator,G,Op852
XNR_RS05790,XNR_RS05790,NC_020990.1,XNR_1166,1403688,1405133,-,aldehyde dehydrogenase family protein,C,Op853
XNR_RS05795,XNR_RS05795,NC_020990.1,XNR_1167,1405486,1407180,-,PucR family transcriptional regulator,Q,Op854
XNR_RS05800,XNR_RS05800,NC_020990.1,XNR_1168,1407298,1409343,-,hypothetical protein,S,Op855
XNR_RS05805,gabT,NC_020990.1,XNR_1169,1409968,1411299,+,4-aminobutyrate--2-oxoglutarate transaminase,E,Op856
XNR_RS05810,XNR_RS05810,NC_020990.1,XNR_1170,1411690,1412298,+,phosphatase PAP2 family protein,I,Op857
XNR_RS05815,XNR_RS05815,NC_020990.1,XNR_1171,1412463,1413635,-,chitinase,G,Op858
XNR_RS05820,XNR_RS05820,NC_020990.1,XNR_1172,1413832,1414296,-,hypothetical protein,-,Op859
XNR_RS05825,XNR_RS05825,NC_020990.1,XNR_1173,1414643,1416064,-,FAD-dependent oxidoreductase,E,Op860
XNR_RS05830,XNR_RS05830,NC_020990.1,XNR_1174,1416166,1416957,-,ABC transporter permease,E,Op861
XNR_RS05835,XNR_RS05835,NC_020990.1,XNR_1175,1416957,1417886,-,ABC transporter permease,E,Op861
XNR_RS05840,XNR_RS05840,NC_020990.1,XNR_1176,1417883,1419034,-,ABC transporter ATP-binding protein,E,Op861
XNR_RS05845,XNR_RS05845,NC_020990.1,XNR_1177,1419292,1420548,-,spermidine/putrescine ABC transporter substrate-binding protein,E,Op862
XNR_RS05850,XNR_RS05850,NC_020990.1,XNR_1178,1420750,1422267,-,gamma-aminobutyraldehyde dehydrogenase,C,Op863
XNR_RS05855,XNR_RS05855,NC_020990.1,XNR_1179,1422494,1423045,+,NADAR family protein,O,Op864
XNR_RS31090,XNR_RS31090,NC_020990.1,,1423304,1423723,-,DUF4190 domain-containing protein,-,Op865
XNR_RS05865,XNR_RS05865,NC_020990.1,XNR_1181,1424492,1425520,+,adenosine deaminase,F,Op866
XNR_RS05870,XNR_RS05870,NC_020990.1,XNR_1182,1425564,1426319,+,glycerophosphodiester phosphodiesterase,C,Op867
XNR_RS05875,XNR_RS05875,NC_020990.1,XNR_1183,1426445,1427668,-,spermidine/putrescine ABC transporter substrate-binding protein,E,Op868
XNR_RS05880,XNR_RS05880,NC_020990.1,XNR_1184,1428169,1429440,+,serine hydrolase domain-containing protein,V,Op869
XNR_RS05885,XNR_RS05885,NC_020990.1,XNR_1185,1429636,1431081,-,gamma-aminobutyraldehyde dehydrogenase,C,Op870
XNR_RS05890,XNR_RS05890,NC_020990.1,XNR_1186,1431258,1431746,+,Lrp/AsnC family transcriptional regulator,K,Op871
XNR_RS05895,XNR_RS05895,NC_020990.1,XNR_1187,1431731,1433110,+,aspartate aminotransferase family protein,H,Op871
XNR_RS05900,XNR_RS05900,NC_020990.1,XNR_1188,1433800,1434531,+,ATP-binding cassette domain-containing protein,V,Op872
XNR_RS05905,XNR_RS05905,NC_020990.1,XNR_1189,1434513,1435682,+,hypothetical protein,-,Op872
XNR_RS05910,XNR_RS05910,NC_020990.1,XNR_1190,1435867,1436277,+,VOC family protein,S,Op873
XNR_RS05915,XNR_RS05915,NC_020990.1,XNR_1191,1436438,1437241,-,maleylpyruvate isomerase family mycothiol-dependent enzyme,I,Op874
XNR_RS05920,XNR_RS05920,NC_020990.1,XNR_1192,1437333,1438439,-,ABC transporter ATP-binding protein,E,Op875
XNR_RS05925,XNR_RS05925,NC_020990.1,XNR_1193,1438439,1440079,-,iron ABC transporter permease,P,Op875
XNR_RS05930,XNR_RS05930,NC_020990.1,XNR_1194,1440265,1441347,-,thiamine ABC transporter substrate-binding protein,H,Op876
XNR_RS05935,rlmN,NC_020990.1,XNR_1195,1441630,1442742,-,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,J,Op877
XNR_RS05940,XNR_RS05940,NC_020990.1,XNR_1196,1443191,1444297,-,phosphatidate cytidylyltransferase,S,Op878
XNR_RS05945,frr,NC_020990.1,XNR_1197,1444297,1444854,-,ribosome recycling factor,J,Op878
XNR_RS05950,pyrH,NC_020990.1,XNR_1198,1445011,1445775,-,UMP kinase,F,Op879
XNR_RS05955,tsf,NC_020990.1,XNR_1199,1445947,1446783,-,translation elongation factor Ts,J,Op880
XNR_RS05960,rpsB,NC_020990.1,XNR_1200,1446876,1447814,-,30S ribosomal protein S2,J,Op881
XNR_RS31095,XNR_RS31095,NC_020990.1,,1448640,1449083,+,M23 family metallopeptidase,M,Op882
XNR_RS05965,XNR_RS05965,NC_020990.1,XNR_1202,1449307,1449864,-,TetR/AcrR family transcriptional regulator,K,Op883
XNR_RS05970,whiG,NC_020990.1,XNR_1203,1450085,1450924,-,RNA polymerase sigma factor WhiG,K,Op884
XNR_RS05975,dprA,NC_020990.1,XNR_1204,1451145,1452398,-,DNA-processing protein DprA,L,Op885
XNR_RS05980,XNR_RS05980,NC_020990.1,XNR_1205,1452395,1454008,-,YifB family Mg chelatase-like AAA ATPase,O,Op885
XNR_RS05985,XNR_RS05985,NC_020990.1,XNR_1206,1454008,1454370,-,YraN family protein,L,Op885
XNR_RS05990,XNR_RS05990,NC_020990.1,XNR_1207,1454791,1455099,-,DUF2469 domain-containing protein,S,Op886
XNR_RS05995,XNR_RS05995,NC_020990.1,XNR_1208,1455162,1455680,-,NUDIX hydrolase,F,Op887
XNR_RS06000,lepB,NC_020990.1,XNR_1209,1455670,1456446,-,signal peptidase I,U,Op887
XNR_RS06005,lepB,NC_020990.1,XNR_1210,1456534,1457433,-,signal peptidase I,U,Op887
XNR_RS31100,lepB,NC_020990.1,,1457720,1458244,-,signal peptidase I,U,Op888
XNR_RS06015,lepB,NC_020990.1,XNR_1212,1458402,1459097,-,signal peptidase I,U,Op887
XNR_RS06020,rplS,NC_020990.1,XNR_1213,1459213,1459563,-,50S ribosomal protein L19,J,Op889
XNR_RS06025,trmD,NC_020990.1,XNR_1214,1459696,1460517,-,tRNA (guanosine(37)-N1)-methyltransferase TrmD,J,Op890
XNR_RS06030,rimM,NC_020990.1,XNR_1215,1460517,1461131,-,ribosome maturation factor RimM,J,Op890
XNR_RS06035,XNR_RS06035,NC_020990.1,XNR_1216,1461295,1461531,-,RNA-binding protein,S,Op891
XNR_RS06040,rpsP,NC_020990.1,XNR_1217,1461534,1461968,-,30S ribosomal protein S16,J,Op891
XNR_RS06045,XNR_RS06045,NC_020990.1,XNR_1218,1462205,1462846,-,hypothetical protein,-,Op892
XNR_RS06050,XNR_RS06050,NC_020990.1,XNR_1219,1463447,1464298,+,hypothetical protein,Q,Op893
XNR_RS06055,ftsH,NC_020990.1,XNR_1220,1464556,1466496,-,ATP-dependent zinc metalloprotease FtsH,O,Op894
XNR_RS06060,ffh,NC_020990.1,XNR_1221,1467002,1468552,-,signal recognition particle protein,U,Op895
XNR_RS06065,XNR_RS06065,NC_020990.1,XNR_1222,1469036,1471588,-,[protein-PII] uridylyltransferase,O,Op896
XNR_RS06070,XNR_RS06070,NC_020990.1,XNR_1223,1471615,1471953,-,P-II family nitrogen regulator,K,Op896
XNR_RS06075,XNR_RS06075,NC_020990.1,XNR_1224,1471950,1473227,-,ammonium transporter,P,Op896
XNR_RS31105,XNR_RS31105,NC_020990.1,XNR_1225,1473417,1474874,-,hypothetical protein,K,Op897
XNR_RS06085,XNR_RS06085,NC_020990.1,XNR_1226,1475340,1476005,+,bifunctional DNA primase/polymerase,S,Op898
XNR_RS06090,ftsY,NC_020990.1,XNR_1227,1476138,1477352,-,signal recognition particle-docking protein FtsY,U,Op899
XNR_RS06095,XNR_RS06095,NC_020990.1,XNR_1228,1478152,1479570,-,sugar porter family MFS transporter,E,Op900
XNR_RS06100,XNR_RS06100,NC_020990.1,XNR_1229,1479725,1483621,-,AAA family ATPase,D,Op901
XNR_RS06105,XNR_RS06105,NC_020990.1,XNR_1230,1484133,1484342,-,hypothetical protein,-,Op902
XNR_RS06110,XNR_RS06110,NC_020990.1,XNR_1231,1484732,1485013,-,acylphosphatase,C,Op903
XNR_RS06115,XNR_RS06115,NC_020990.1,XNR_1232,1485158,1486147,+,CAP domain-containing protein,T,Op904
XNR_RS06120,mutM,NC_020990.1,XNR_1233,1486214,1487074,-,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,L,Op905
XNR_RS06125,rnc,NC_020990.1,XNR_1234,1487176,1487958,-,ribonuclease III,J,Op906
XNR_RS06130,rpmF,NC_020990.1,XNR_1235,1487978,1488151,-,50S ribosomal protein L32,J,Op906
XNR_RS06135,XNR_RS06135,NC_020990.1,XNR_1236,1488154,1488723,-,DUF177 domain-containing protein,S,Op906
XNR_RS06140,XNR_RS06140,NC_020990.1,XNR_1237,1489022,1490149,-,hypothetical protein,C,Op907
XNR_RS06145,coaD,NC_020990.1,XNR_1238,1490274,1490753,-,pantetheine-phosphate adenylyltransferase,H,Op908
XNR_RS06150,rsmD,NC_020990.1,XNR_1239,1490780,1491367,-,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,L,Op908
XNR_RS06155,recG,NC_020990.1,XNR_1240,1491434,1493638,-,ATP-dependent DNA helicase RecG,L,Op909
XNR_RS06160,XNR_RS06160,NC_020990.1,XNR_1241,1493716,1495455,-,DAK2 domain-containing protein,S,Op910
XNR_RS06165,rpmB,NC_020990.1,XNR_1242,1495687,1495872,+,50S ribosomal protein L28,J,Op911
XNR_RS06170,thiD,NC_020990.1,XNR_1243,1496205,1497029,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,H,Op912
XNR_RS06175,XNR_RS06175,NC_020990.1,XNR_1244,1497456,1498436,-,thiamine-phosphate kinase,H,Op912
XNR_RS06180,XNR_RS06180,NC_020990.1,XNR_1245,1498793,1499026,+,Lrp/AsnC ligand binding domain-containing protein,K,Op913
XNR_RS06185,XNR_RS06185,NC_020990.1,XNR_1246,1499047,1499532,+,DUF3515 domain-containing protein,S,Op913
XNR_RS06190,XNR_RS06190,NC_020990.1,XNR_1247,1499612,1500784,-,D-alanine--D-alanine ligase,M,Op914
XNR_RS06195,XNR_RS06195,NC_020990.1,XNR_1248,1500938,1501948,-,NAD(P)-dependent glycerol-3-phosphate dehydrogenase,I,Op915
XNR_RS06200,XNR_RS06200,NC_020990.1,XNR_1249,1501945,1502751,-,lysophospholipid acyltransferase family protein,I,Op915
XNR_RS06205,cofC,NC_020990.1,XNR_1250,1502913,1503617,+,2-phospho-L-lactate guanylyltransferase,S,Op916
XNR_RS06210,XNR_RS06210,NC_020990.1,XNR_1251,1503697,1503903,+,hypothetical protein,S,Op917
XNR_RS06215,XNR_RS06215,NC_020990.1,XNR_1252,1504014,1504667,-,HU family DNA-binding protein,L,Op918
XNR_RS06220,XNR_RS06220,NC_020990.1,XNR_1253,1504842,1505069,-,hypothetical protein,-,Op919
XNR_RS06225,leuD,NC_020990.1,XNR_1254,1505576,1506169,-,3-isopropylmalate dehydratase small subunit,E,Op920
XNR_RS06230,leuC,NC_020990.1,XNR_1255,1506176,1507594,-,3-isopropylmalate dehydratase large subunit,E,Op920
XNR_RS06235,ndgR,NC_020990.1,XNR_1256,1507771,1508487,+,IclR family transcriptional regulator NdgR,K,Op921
XNR_RS06240,XNR_RS06240,NC_020990.1,XNR_1257,1508621,1509100,-,DUF4188 domain-containing protein,S,Op922
XNR_RS06245,XNR_RS06245,NC_020990.1,XNR_1258,1509218,1509904,+,MerR family transcriptional regulator,K,Op923
XNR_RS06275,XNR_RS06275,NC_020990.1,XNR_1264,1510570,1511304,-,HAD-IA family hydrolase,S,Op924
XNR_RS06280,gltX,NC_020990.1,XNR_1265,1511409,1512902,-,glutamate--tRNA ligase,J,Op925
XNR_RS06285,XNR_RS06285,NC_020990.1,XNR_1266,1512895,1513671,-,fumarylacetoacetate hydrolase family protein,Q,Op925
XNR_RS06290,XNR_RS06290,NC_020990.1,XNR_1267,1513802,1514104,-,hypothetical protein,X,Op926
XNR_RS06295,XNR_RS06295,NC_020990.1,XNR_1269,1514725,1518456,+,nitrate- and nitrite sensing domain-containing protein,T,Op927
XNR_RS06300,XNR_RS06300,NC_020990.1,XNR_1270,1518466,1518879,+,roadblock/LC7 domain-containing protein,S,Op927
XNR_RS06305,XNR_RS06305,NC_020990.1,XNR_1271,1519009,1519419,+,DUF742 domain-containing protein,K,Op928
